"","lga","month","household","individual","male","female","infant","child","youth","adult","elderly"
"381","FUFORE","2019-08",723,4267,2133,2134,232,855,1562,1486,132
"382","FUFORE","2019-11",789,4745,2315,2430,237,870,2016,1490,132
"383","FUFORE","2020-01",789,4753,2369,2384,243,873,1842,1663,132
"384","FUNAKAYE","2016-11",890,4807,2434,2373,703,1107,1272,1337,388
"385","FUNAKAYE","2016-12",890,4807,2434,2373,703,1107,1272,1337,388
"386","FUNAKAYE","2017-02",644,3568,1745,1823,487,757,950,1070,304
"387","FUNAKAYE","2017-04",824,4560,2243,2317,574,1060,1249,1371,306
"388","FUNAKAYE","2017-05",748,4516,2213,2303,565,923,1342,1378,308
"389","FUNAKAYE","2017-06",536,3759,1878,1881,620,619,1135,1144,241
"390","FUNAKAYE","2017-09",441,3154,1579,1575,482,628,854,937,253
"391","FUNAKAYE","2017-11",467,3592,1734,1858,340,634,1276,1072,270
"392","FUNE","2016-11",643,4814,2206,2608,238,736,1459,2059,322
"393","FUNE","2016-12",650,4880,2333,2547,288,805,1381,2130,276
"394","FUNE","2017-02",579,4345,1958,2387,236,592,1384,1999,134
"395","FUNE","2017-04",516,3896,1657,2239,387,747,1125,1497,140
"396","FUNE","2017-05",479,3597,1654,1943,170,548,1137,1601,141
"397","FUNE","2017-06",476,3569,1729,1840,155,504,1100,1709,101
"398","FUNE","2017-09",467,3503,1696,1807,140,475,1105,1687,96
"399","FUNE","2017-11",466,3455,1672,1783,142,471,1117,1629,96
"400","FUNE","2018-04",83,406,197,209,16,75,117,179,19
"401","FUNE","2018-06",85,433,178,255,41,78,128,171,15
"402","FUNE","2018-07",85,469,223,246,8,93,169,182,17
"403","FUNE","2018-10",100,513,246,267,9,98,173,217,16
"404","FUNE","2018-11",134,697,336,361,12,96,248,324,17
"405","FUNE","2019-07",92,544,260,284,11,68,245,202,18
"406","FUNE","2019-08",93,545,261,284,8,75,242,204,16
"407","FUNE","2019-11",95,548,259,289,10,69,252,198,19
"408","FUNE","2020-01",98,551,264,287,10,70,257,195,19
"409","GAMAWA","2016-11",280,1609,680,929,153,411,415,526,104
"410","GAMAWA","2016-12",278,1609,685,924,143,414,394,546,112
"411","GAMAWA","2017-02",278,1599,802,797,114,274,509,661,41
"412","GAMAWA","2017-04",274,1569,766,803,106,296,495,623,49
"413","GAMAWA","2017-05",274,1569,783,786,120,265,496,647,41
"414","GAMAWA","2017-06",268,1529,765,764,111,257,493,621,47
"415","GAMAWA","2017-09",262,1520,750,770,108,280,394,649,89
"416","GAMAWA","2017-11",268,1554,759,795,119,283,495,595,62
"417","GANAYE","2015-01",58,350,150,200,10,62,94,182,2
"418","GANJUWA","2016-11",214,1299,662,637,120,255,453,379,92
"419","GANJUWA","2016-12",214,1299,655,644,123,272,480,342,82
"420","GANJUWA","2017-02",166,1040,520,520,69,217,379,301,74
"421","GANJUWA","2017-04",138,854,428,426,33,188,340,239,54
"422","GANJUWA","2017-05",138,854,428,426,33,182,340,245,54
"423","GANJUWA","2017-06",142,854,429,425,33,188,334,246,53
"424","GANJUWA","2017-09",143,863,429,434,33,186,338,253,53
"425","GANJUWA","2017-11",146,952,477,475,35,210,386,273,48
"426","GANYE","2015-03",58,350,152,198,7,27,122,164,30
"427","GANYE","2016-11",60,478,220,258,73,120,113,125,47
"428","GANYE","2016-12",60,434,203,231,70,90,114,101,59
"429","GANYE","2017-02",72,450,197,253,68,110,117,117,38
"430","GANYE","2017-04",72,450,231,219,79,100,103,103,65
"431","GANYE","2017-05",76,485,238,247,74,99,118,126,68
"432","GANYE","2017-06",76,488,228,260,74,108,119,128,59
"433","GANYE","2017-09",82,542,256,286,62,102,142,178,58
"434","GANYE","2017-11",98,683,338,345,72,123,188,213,87
"435","GASHAKA","2016-11",135,616,326,290,56,135,158,234,33
"436","GASHAKA","2016-12",148,649,320,329,49,150,196,226,28
"437","GASHAKA","2017-02",132,601,289,312,29,129,160,252,31
"438","GASHAKA","2017-04",131,591,292,299,43,123,148,171,106
"439","GASHAKA","2017-05",128,559,269,290,51,96,146,234,32
"440","GASHAKA","2017-06",151,645,308,337,48,107,188,275,27
"441","GASHAKA","2017-09",154,666,326,340,58,124,167,293,24
"442","GASHAKA","2017-11",173,739,338,401,55,130,209,320,25
"443","GASSOL","2015-03",74,648,257,391,61,137,160,205,85
"444","GASSOL","2015-06",53,412,196,216,7,56,62,282,5
"445","GASSOL","2015-07",58,342,107,235,27,80,118,108,9
"446","GASSOL","2015-09",51,320,141,179,12,28,103,172,5
"447","GASSOL","2015-11",41,262,139,123,54,11,29,105,63
"448","GASSOL","2016-01",57,392,194,198,29,79,109,141,34
"449","GASSOL","2016-03",43,287,135,152,8,32,88,123,36
"450","GASSOL","2016-08",53,324,127,197,26,56,82,125,35
"451","GASSOL","2016-10",53,416,189,227,39,68,92,173,44
"452","GASSOL","2016-11",1256,6120,2759,3361,195,527,2045,2981,372
"453","GASSOL","2016-12",1252,6102,2753,3349,193,524,2044,2970,371
"454","GASSOL","2017-02",1451,6829,3270,3559,281,746,2144,3370,288
"455","GASSOL","2017-04",1405,6601,2812,3789,486,1062,1919,2792,342
"456","GASSOL","2017-05",1444,6759,2861,3898,526,1137,1895,2746,455
"457","GASSOL","2017-06",1616,7263,2941,4322,573,1186,1982,2944,578
"458","GASSOL","2017-09",1620,7282,2984,4298,590,1223,2004,2866,599
"459","GASSOL","2017-11",1632,7355,3194,4161,500,1159,2170,2953,573
"460","GASSOL","2018-01",67,516,222,294,30,46,157,239,44
"461","GASSOL","2018-04",60,743,350,393,58,100,261,278,46
"462","GASSOL","2018-06",60,743,350,393,58,100,261,278,46
"463","GASSOL","2018-07",60,743,350,393,58,100,261,278,46
"464","GASSOL","2018-10",60,743,350,393,58,100,261,278,46
"465","GASSOL","2018-11",60,752,351,401,61,102,263,281,45
"466","GASSOL","2019-05",62,758,356,402,61,102,334,210,51
"467","GASSOL","2019-07",62,758,356,402,61,102,334,210,51
"468","GASSOL","2019-08",62,758,335,423,48,90,203,380,37
"469","GASSOL","2019-11",62,758,335,423,48,90,203,380,37
"470","GASSOL","2020-01",62,758,335,423,48,90,203,380,37
"471","GEIDAM","2016-11",977,6352,2422,3930,1035,1172,1920,1537,688
"472","GEIDAM","2016-12",1019,6625,2539,4086,934,1092,2562,1490,547
"473","GEIDAM","2017-02",963,6258,2180,4078,779,1199,2134,1702,444
"474","GEIDAM","2017-04",915,5946,2029,3917,667,1238,2055,1638,348
"475","GEIDAM","2017-05",883,5739,1943,3796,571,1234,2013,1581,340
"476","GEIDAM","2017-06",869,5648,2170,3478,355,764,2203,2001,325
"477","GEIDAM","2017-09",831,5406,2105,3301,346,786,2020,1903,351
"478","GEIDAM","2017-11",769,4999,1931,3068,350,747,1957,1655,290
"479","GEIDAM","2019-08",42,273,117,156,31,40,113,77,12
"480","GIADE","2016-11",161,996,513,483,35,196,359,354,52
"481","GIADE","2016-12",161,996,513,483,35,196,359,354,52
"482","GIADE","2017-02",164,1007,507,500,53,174,338,405,37
"483","GIADE","2017-04",163,1001,505,496,44,184,334,409,30
"484","GIADE","2017-05",159,965,483,482,44,181,325,385,30
"485","GIADE","2017-06",152,919,458,461,46,180,315,350,28
"486","GIADE","2017-09",145,858,424,434,41,169,289,332,27
"487","GIADE","2017-11",172,1045,509,536,64,225,346,370,40
"488","GIREI","2015-03",1835,10752,4412,6340,119,1962,3264,4202,1205
"489","GIREI","2015-06",990,2321,865,1456,45,1119,738,337,82
"490","GIREI","2015-07",329,1852,708,1144,17,612,404,812,7
"491","GIREI","2015-09",330,2265,1165,1100,263,210,862,898,32
"492","GIREI","2015-11",299,1898,993,905,91,287,682,806,32
"493","GIREI","2016-01",289,1563,752,811,86,555,239,666,17
"494","GIREI","2016-03",612,1946,933,1013,22,317,785,765,57
"495","GIREI","2016-08",208,3609,1417,2192,94,594,1034,1579,308
"496","GIREI","2016-10",679,3415,1613,1802,377,493,1208,987,350
"497","GIREI","2016-11",5761,22362,10137,12225,291,3823,7929,9828,491
"498","GIREI","2016-12",5249,21069,9858,11211,333,3520,7365,9411,440
"499","GIREI","2017-02",4653,18122,8315,9807,484,3686,6859,6790,303
"500","GIREI","2017-04",4481,17551,8058,9493,438,3505,6621,6695,292
"501","GIREI","2017-05",4238,16041,7182,8859,401,3228,5923,6273,216
"502","GIREI","2017-06",4177,15888,7120,8768,388,3202,5809,6261,228
"503","GIREI","2017-09",3996,15375,6915,8460,358,3082,5533,6174,228
"504","GIREI","2017-11",4025,15522,6960,8562,355,3013,5533,6388,233
"505","GIREI","2018-01",494,2013,840,1173,95,331,617,883,87
"506","GIREI","2018-04",552,2713,1404,1309,99,432,1204,900,78
"507","GIREI","2018-06",558,2584,1303,1281,121,441,1031,913,78
"508","GIREI","2018-07",570,2776,1445,1331,139,447,1208,883,99
"509","GIREI","2018-10",576,2829,1480,1349,124,473,1184,972,76
"510","GIREI","2018-11",580,2895,1527,1368,135,486,1207,990,77
"511","GIREI","2019-05",584,2913,1536,1377,188,487,1265,862,111
"512","GIREI","2019-07",678,3304,1672,1632,232,578,1490,868,136
"513","GIREI","2019-08",684,3302,1672,1630,233,576,1494,866,133
"514","GIREI","2019-11",684,3304,1673,1631,233,576,1494,868,133
"515","GIREI","2020-01",684,3304,1675,1629,236,581,1485,872,130
"516","GIRERI","2015-01",2003,13311,6311,7000,694,1927,4080,6503,107
"517","GIRERI","2015-03",220,1216,485,731,42,153,286,674,61
"518","GOMBE","2016-11",1059,6170,3105,3065,107,2319,1905,1761,78
"519","GOMBE","2016-12",1061,6171,3106,3065,320,1307,1881,2387,276
"520","GOMBE","2017-02",1089,6138,3098,3040,164,2338,1662,1893,81
"521","GOMBE","2017-04",1092,6184,3133,3051,185,2107,1728,2083,81
"522","GOMBE","2017-05",1081,6348,3163,3185,191,1727,1875,2476,79
"523","GOMBE","2017-06",1115,6343,3128,3215,198,1797,1887,2381,80
"524","GOMBE","2017-09",1138,6806,3330,3476,236,1817,1884,2790,79
"525","GOMBE","2017-11",1149,7064,3464,3600,206,1850,2280,2642,86
"526","GOMBI","2016-11",331,2841,1297,1544,229,419,728,1127,338
"527","GOMBI","2016-12",299,2602,1241,1361,205,439,685,900,373
"528","GOMBI","2017-02",308,2413,1083,1330,222,414,698,774,305
"529","GOMBI","2017-04",296,2296,1008,1288,228,400,649,724,295
"530","GOMBI","2017-05",257,2157,947,1210,204,387,596,681,289
"531","GOMBI","2017-06",245,2015,894,1121,201,371,533,639,271
"532","GOMBI","2017-09",311,2251,994,1257,232,397,666,652,304
"533","GOMBI","2017-11",305,2234,985,1249,229,394,655,661,295
"534","GUBIO","2016-11",1064,5650,2485,3165,201,1306,1665,2103,375
"535","GUBIO","2016-12",1075,5690,2785,2905,341,1530,1366,2104,349
"536","GUBIO","2017-02",1119,6030,3720,2310,117,267,2597,2892,157
"537","GUBIO","2017-04",1130,6100,2852,3248,400,1090,2080,2390,140
"538","GUBIO","2017-05",1100,5918,2785,3133,380,1074,1975,2352,137
"539","GUBIO","2017-06",1018,5408,2531,2877,204,1159,1973,1910,162
"540","GUBIO","2017-09",948,4975,2533,2442,428,946,1654,1578,369
"541","GUBIO","2017-11",940,4956,2298,2658,339,1048,1515,1894,160
"542","GUJBA","2016-11",1950,12678,4861,7817,2064,2513,3273,3472,1356
"543","GUJBA","2016-12",1959,12740,4946,7794,1675,2592,3630,3456,1387
"544","GUJBA","2017-02",3208,20864,8523,12341,1794,3391,7360,7187,1132
"545","GUJBA","2017-04",2907,18905,7530,11375,2544,3517,5067,5194,2583
"546","GUJBA","2017-05",2922,18995,7575,11420,2552,3530,5088,5233,2592
"547","GUJBA","2017-06",2897,18832,7500,11332,2549,3503,5072,5268,2440
"548","GUJBA","2017-09",3050,19830,7973,11857,2625,3947,5289,5563,2406
"549","GUJBA","2017-11",3207,20849,8430,12419,2926,4115,5611,5534,2663
"550","GUJBA","2018-07",304,2408,1028,1380,181,435,923,771,98
"551","GUJBA","2018-10",304,2408,1049,1359,222,696,668,598,224
"552","GUJBA","2018-11",239,1961,863,1098,194,535,559,491,182
"553","GUJBA","2019-05",239,1673,740,933,194,322,526,449,182
"554","GUJBA","2019-07",275,1925,845,1080,219,392,621,496,197
"555","GUJBA","2019-08",270,1894,806,1088,252,403,675,375,189
"556","GUJBA","2019-11",270,1890,845,1045,223,358,611,498,200
"557","GUJBA","2020-01",270,1890,845,1045,223,358,611,498,200
"558","GULANI","2016-11",519,3374,1328,2046,386,381,431,1992,184
"559","GULANI","2016-12",490,3187,1277,1910,318,373,412,1900,184
"560","GULANI","2017-02",503,3268,1294,1974,271,314,368,2190,125
"561","GULANI","2017-04",434,2823,1121,1702,259,375,418,1693,78
"562","GULANI","2017-05",396,2598,1041,1557,259,353,412,1505,69
"563","GULANI","2017-06",379,2464,990,1474,257,351,414,1373,69
"564","GULANI","2017-09",334,2173,870,1303,250,309,349,1204,61
"565","GULANI","2017-11",360,2342,907,1435,273,351,396,1263,59
"566","GUYUK","2016-11",53,253,94,159,0,52,74,127,0
"567","GUYUK","2016-12",53,253,112,141,25,44,49,135,0
"568","GUYUK","2017-02",53,253,112,141,25,44,49,135,0
"569","GUYUK","2017-04",52,251,110,141,25,44,49,133,0
"570","GUYUK","2017-05",52,251,110,141,24,44,50,133,0
"571","GUYUK","2017-06",52,251,110,141,25,44,49,133,0
"572","GUYUK","2017-09",50,243,96,147,17,40,52,134,0
"573","GUYUK","2017-11",49,238,97,141,20,40,45,133,0
"574","GUZAMALA","2017-06",120,612,273,339,56,132,176,210,38
"575","GUZAMALA","2017-09",120,612,273,339,56,132,176,210,38
"576","GUZAMALA","2017-11",218,1159,541,618,99,210,337,441,72
"577","GWAGWALADA","2015-07",7,45,24,21,6,11,12,16,0
"578","GWAGWALADA","2015-09",7,42,24,18,5,6,10,21,0
"579","GWAGWALADA","2015-11",7,45,22,23,5,12,14,14,0
"580","GWAGWALADA","2016-01",9,41,17,24,5,7,5,15,9
"581","GWAGWALADA","2016-03",5,27,12,15,2,7,9,8,1
"582","GWOZA","2016-08",160,690,322,368,136,127,119,255,53
"583","GWOZA","2016-10",238,1387,605,782,70,299,529,436,53
"584","GWOZA","2016-11",5729,40517,16083,24434,6621,8425,10521,11665,3285
"585","GWOZA","2016-12",9420,50449,22046,28403,3333,12987,16652,15788,1689
"586","GWOZA","2017-02",10211,56481,24277,32204,3254,9310,20334,21485,2098
"587","GWOZA","2017-04",10570,62555,24827,37728,4107,8667,24367,22609,2805
"588","GWOZA","2017-05",11703,68654,29701,38953,5467,11832,23445,24380,3530
"589","GWOZA","2017-06",12758,72764,31308,41456,5864,12502,25743,25764,2891
"590","GWOZA","2017-09",13105,75639,30107,45532,6857,13077,26759,24812,4134
"591","GWOZA","2017-11",14198,81426,33123,48303,7552,13306,24644,31486,4438
"592","GWOZA","2018-01",4331,22828,10147,12681,1457,4997,8160,7330,884
"593","GWOZA","2018-04",4632,25372,9996,15376,1669,5158,8883,8582,1080
"594","GWOZA","2018-06",6099,29450,12824,16626,2001,6081,8772,11396,1200
"595","GWOZA","2018-07",6391,31057,13739,17318,1655,6010,9846,12717,829
"596","GWOZA","2018-10",7889,35800,16102,19698,1822,7546,10942,14513,977
"597","GWOZA","2018-11",9262,40386,17907,22479,2317,8235,12365,16310,1159
"598","GWOZA","2019-05",11220,46591,20532,26059,2681,9213,14967,18442,1288
"599","GWOZA","2019-07",10870,47175,21231,25944,3134,9131,14981,18615,1314
"600","GWOZA","2019-08",12462,49687,22341,27346,3612,9382,14780,20061,1852
"601","GWOZA","2019-11",12532,49953,22552,27401,3376,10877,17250,16334,2116
"602","GWOZA","2020-01",12595,50240,22664,27576,3504,10928,17312,16373,2123
"603","HAWUL","2016-11",4330,30147,13907,16240,2266,5074,9370,12967,470
"604","HAWUL","2016-12",4182,29111,13393,15718,2153,4762,9155,12571,470
"605","HAWUL","2017-02",4093,28673,13196,15477,2096,4660,9067,12386,464
"606","HAWUL","2017-04",3964,27813,12776,15037,1917,4366,8848,12225,457
"607","HAWUL","2017-05",4052,28349,13016,15333,2002,4537,9042,12311,457
"608","HAWUL","2017-06",3896,25813,12354,13459,1921,4152,7812,11509,419
"609","HAWUL","2017-09",3898,25826,12366,13460,1923,4156,7773,11554,420
"610","HAWUL","2017-11",3988,26219,12514,13705,2056,4541,8023,11141,458
"611","HONG","2016-11",615,3912,1539,2373,519,734,830,1152,677
"612","HONG","2016-12",598,3852,1668,2184,639,651,681,1017,864
"613","HONG","2017-02",584,3774,1677,2097,419,616,822,1254,663
"614","HONG","2017-04",564,3659,1506,2153,450,725,795,877,812
"615","HONG","2017-05",488,3110,1367,1743,311,735,803,836,425
"616","HONG","2017-06",470,2947,1277,1670,293,694,711,841,408
"617","HONG","2017-09",581,3710,1581,2129,387,737,969,1096,521
"618","HONG","2017-11",569,3622,1535,2087,373,722,949,1072,506
"619","IBI","2016-11",572,4124,1829,2295,173,526,1257,1773,395
"620","IBI","2016-12",581,4127,1895,2232,148,379,1285,2094,221
"621","IBI","2017-02",596,4179,1929,2250,153,396,1311,2098,221
"622","IBI","2017-04",601,4174,1944,2230,150,398,1235,2169,222
"623","IBI","2017-05",540,3969,1850,2119,155,391,1240,1963,220
"624","IBI","2017-06",528,3936,1884,2052,148,411,1190,1967,220
"625","IBI","2017-09",519,3919,1867,2052,148,411,1186,1955,219
"626","IBI","2017-11",510,3765,1786,1979,148,411,1175,1811,220
"627","IGABI","2016-08",1,62,34,28,0,13,49,0,0
"628","ITAS/GADAU","2016-11",293,1509,743,766,147,288,469,530,75
"629","ITAS/GADAU","2016-12",291,1456,718,738,154,248,473,475,106
"630","ITAS/GADAU","2017-02",266,1286,629,657,110,195,450,456,75
"631","ITAS/GADAU","2017-04",327,1456,730,726,114,262,517,484,79
"632","ITAS/GADAU","2017-05",315,1411,699,712,113,257,500,462,79
"633","ITAS/GADAU","2017-06",314,1405,695,710,113,256,498,459,79
"634","ITAS/GADAU","2017-09",222,981,470,511,81,150,413,275,62
"635","ITAS/GADAU","2017-11",196,873,390,483,50,238,296,252,37
"636","JADA","2016-11",121,762,363,399,48,91,408,201,14
"637","JADA","2016-12",121,749,377,372,51,95,371,220,12
"638","JADA","2017-02",104,624,283,341,35,110,181,214,84
"639","JADA","2017-04",93,546,231,315,53,119,151,157,66
"640","JADA","2017-05",82,492,208,284,41,106,134,152,59
"641","JADA","2017-06",78,468,212,256,39,106,132,164,27
"642","JADA","2017-09",76,456,203,253,20,102,148,172,14
"643","JADA","2017-11",74,444,206,238,22,112,127,167,16
"644","JAKUSKO","2016-11",199,1433,607,826,114,240,361,676,42
"645","JAKUSKO","2016-12",195,1403,578,825,133,222,343,653,52
"646","JAKUSKO","2017-02",195,1418,593,825,128,232,350,655,53
"647","JAKUSKO","2017-04",191,1387,585,802,116,236,343,640,52
"648","JAKUSKO","2017-05",191,1387,584,803,115,236,343,641,52
"649","JAKUSKO","2017-06",185,1340,566,774,108,228,333,623,48
"650","JAKUSKO","2017-09",183,1323,559,764,107,225,326,617,48
"651","JAKUSKO","2017-11",176,1274,536,738,105,216,308,600,45
"652","JALINGO","2015-03",316,1595,733,862,309,513,321,336,116
"653","JALINGO","2015-06",94,481,194,287,42,64,108,227,40
"654","JALINGO","2015-07",171,881,413,468,36,306,255,232,52
"655","JALINGO","2015-09",185,1085,512,573,46,296,290,311,142
"656","JALINGO","2015-11",210,1036,427,609,25,158,170,583,100
"657","JALINGO","2016-01",240,1234,576,658,72,161,287,513,201
"658","JALINGO","2016-03",209,1890,899,991,44,177,523,739,407
"659","JALINGO","2016-08",230,1975,958,1017,150,660,615,489,61
"660","JALINGO","2016-10",250,2038,959,1079,106,423,644,655,210
"661","JALINGO","2016-11",1764,9688,4027,5661,1242,2452,3062,2285,647
"662","JALINGO","2016-12",1641,9032,3453,5579,858,1269,4009,2466,430
"663","JALINGO","2017-02",1946,10786,4586,6200,894,1533,4005,3652,702
"664","JALINGO","2017-04",1556,8585,3519,5066,684,1791,2633,2876,601
"665","JALINGO","2017-05",1458,8256,3452,4804,462,1193,2399,3749,453
"666","JALINGO","2017-06",1390,7915,3500,4415,372,1955,3469,1949,170
"667","JALINGO","2017-09",1419,8105,3780,4325,336,1480,3047,3037,205
"668","JALINGO","2017-11",1375,7827,3299,4528,288,1242,3525,2532,240
"669","JALINGO","2018-01",397,2766,1171,1595,66,709,1235,711,45
"670","JALINGO","2018-04",349,2134,923,1211,80,335,1180,480,59
"671","JALINGO","2018-06",362,2210,1040,1170,95,265,1305,515,30
"672","JALINGO","2018-07",235,1285,561,724,55,240,630,345,15
"673","JALINGO","2018-10",3157,15333,7230,8103,265,1880,9685,3429,74
"674","JALINGO","2018-11",900,4906,2320,2586,102,382,3301,1091,30
"675","JALINGO","2019-05",2245,11406,5280,6126,175,952,9114,1110,55
"676","JALINGO","2019-07",4634,23170,10726,12444,244,1918,17538,3356,114
"677","JALINGO","2019-08",4438,21642,10146,11496,1081,4327,6708,8877,649
"678","JALINGO","2019-11",4938,24700,12090,12610,1232,4940,7655,10130,743
"679","JALINGO","2020-01",4885,24425,11352,13073,1232,4696,7830,9940,727
"680","JAMA'ARE","2016-11",122,785,362,423,35,134,281,292,43
"681","JAMA'ARE","2016-12",119,775,355,420,35,144,275,296,25
"682","JAMA'ARE","2017-02",141,882,425,457,37,183,314,309,39
"683","JAMA'ARE","2017-04",137,877,424,453,33,182,311,314,37
"684","JAMA'ARE","2017-05",137,877,425,452,33,182,311,314,37
"685","JAMA'ARE","2017-06",137,871,424,447,33,182,309,310,37
"686","JAMA'ARE","2017-09",126,789,379,410,29,174,271,277,38
"687","JAMA'ARE","2017-11",99,599,293,306,24,136,201,209,29
"688","JAMA'ARE","2018-11",6,38,15,23,0,11,13,13,1
"689","JAMA'ARE","2019-05",6,36,13,23,0,8,16,11,1
"690","JAMA'ARE","2019-07",6,36,13,23,0,8,16,11,1
"691","JAMA'ARE","2019-08",9,47,19,28,1,10,18,17,1
"692","JAMA'ARE","2019-11",9,47,19,28,1,10,18,17,1
"693","JAMA'ARE","2020-01",9,47,19,28,1,10,18,17,1
"694","JERE","2015-01",1270,13032,6061,6971,589,1530,2970,7668,275
"695","JERE","2015-03",1294,10435,5252,5183,376,1174,1136,7015,734
"696","JERE","2015-06",2811,11362,3852,7510,551,1417,2405,5442,1547
"697","JERE","2015-07",2667,20032,9319,10713,581,2379,8409,8168,495
"698","JERE","2015-09",2482,19739,8817,10922,930,2114,8507,7127,1061
"699","JERE","2015-11",2600,15988,6882,9106,942,2787,4726,5813,1720
"700","JERE","2016-01",2136,13505,6436,7069,951,2926,3040,4774,1814
"701","JERE","2016-03",2414,16571,7629,8942,1685,3689,4125,4923,2149
"702","JERE","2016-08",6840,42240,18200,24040,2938,7553,14067,15667,2015
"703","JERE","2016-10",7723,45924,19838,26086,3017,7749,16613,16769,1776
"704","JERE","2016-11",56784,337357,146337,191020,24634,73456,109363,117074,12830
"705","JERE","2016-12",54941,335765,148491,187274,21174,71085,110461,116076,16969
"706","JERE","2017-02",50950,306568,136073,170495,23421,62293,96718,107069,17067
"707","JERE","2017-04",53084,306377,135964,170413,23339,59845,94820,113844,14529
"708","JERE","2017-05",47481,273399,119658,153741,19607,55139,84706,97854,16093
"709","JERE","2017-06",46940,268239,117993,150246,15905,50122,82388,103520,16304
"710","JERE","2017-09",44645,253532,113517,140015,14590,50961,76798,95922,15261
"711","JERE","2017-11",44736,250819,113414,137405,15073,49257,75084,96082,15323
"712","JERE","2018-01",20093,108566,47954,60612,5616,22414,31821,43461,5254
"713","JERE","2018-04",22145,120589,51970,68619,7201,27678,32598,48078,5034
"714","JERE","2018-06",22417,121639,54114,67525,5311,22606,37184,52126,4412
"715","JERE","2018-07",21799,117908,53043,64865,5162,21303,35446,51602,4395
"716","JERE","2018-10",22822,125963,56908,69055,5349,23628,38759,54318,3909
"717","JERE","2018-11",23520,129935,57317,72618,6324,25697,40403,53092,4419
"718","JERE","2019-05",24391,136610,61779,74831,6130,23368,46538,57384,3190
"719","JERE","2019-07",25792,142662,65158,77504,5769,20498,52309,59073,5013
"720","JERE","2019-08",27159,142522,64354,78168,6355,24696,47522,60202,3747
"721","JERE","2019-11",27173,144922,65194,79728,6959,25201,48394,60365,4003
"722","JERE","2020-01",27670,147633,66392,81241,7056,25227,49037,62200,4113
"723","JOS NORTH","2015-09",31,248,112,136,0,3,233,12,0
"724","JOS NORTH","2015-11",1,282,138,144,0,21,246,13,2
"725","JOS NORTH","2016-01",1,200,94,106,0,18,173,7,2
"726","JOS NORTH","2016-03",1,109,50,59,0,21,88,0,0
"727","JOS NORTH","2016-08",40,324,136,188,20,90,144,55,15
"728","JOS SOUTH","2015-09",154,756,335,421,45,172,284,245,10
"729","JOS SOUTH","2015-11",154,646,277,369,69,128,201,237,11
"730","JOS SOUTH","2016-01",114,536,242,294,43,118,183,181,11
"731","JOS SOUTH","2016-03",105,573,284,289,15,146,214,181,17
"732","JOS SOUTH","2016-08",60,433,228,205,10,77,216,125,5
"733","KAGA","2016-01",705,4000,1797,2203,111,673,1685,1476,55
"734","KAGA","2016-03",962,5772,2611,3161,224,677,2027,2652,192
"735","KAGA","2016-08",986,4929,2135,2794,550,1381,884,1863,251
"736","KAGA","2016-10",1376,6881,3193,3688,665,1700,1722,2503,291
"737","KAGA","2016-11",3067,15335,6781,8554,1662,2999,3548,5609,1517
"738","KAGA","2016-12",3860,19308,7529,11779,2602,4561,3680,7011,1454
"739","KAGA","2017-02",3804,19024,7808,11216,1317,4016,6214,6716,761
"740","KAGA","2017-04",3914,19575,8909,10666,1883,3518,5583,7680,911
"741","KAGA","2017-05",3924,19653,8220,11433,1648,3502,5747,7973,783
"742","KAGA","2017-06",3918,19589,9364,10225,1483,3191,6509,7650,756
"743","KAGA","2017-09",3902,19510,9270,10240,1544,3336,6261,7559,810
"744","KAGA","2017-11",3609,18967,7948,11019,837,3606,4918,9023,583
"745","KAGA","2018-01",2116,12709,5536,7173,490,2669,4068,5126,356
"746","KAGA","2018-04",2130,12841,5406,7435,948,1450,5407,4377,659
"747","KAGA","2018-06",2129,12848,5393,7455,959,1408,5446,4387,648
"748","KAGA","2018-07",2135,12869,5842,7027,942,1422,5028,4982,495
"749","KAGA","2018-10",2136,12876,5667,7209,947,1424,5027,4984,494
"750","KAGA","2018-11",2136,12916,5869,7047,983,1438,5028,4982,485
"751","KAGA","2019-05",2138,12940,5800,7140,994,1443,5032,4986,485
"752","KAGA","2019-07",2138,12944,5803,7141,999,1443,5032,4986,484
"753","KAGA","2019-08",2140,12975,5736,7239,1003,1657,4912,4918,485
"754","KAGA","2019-11",2140,12979,5737,7242,1008,1659,4911,4916,485
"755","KAGA","2020-01",2140,12979,5737,7242,1008,1659,4911,4916,485
"756","KAGARKO","2015-09",1229,8435,3913,4522,356,1215,2003,4494,367
"757","KAGARKO","2015-11",281,2062,982,1080,116,405,529,901,111
"758","KAGARKO","2016-01",350,2643,1234,1409,129,491,595,1339,89
"759","KAGARKO","2016-03",246,1898,923,975,66,394,520,827,91
"760","KAGARKO","2016-08",243,1887,923,964,67,421,507,865,27
"761","KALA BALGE","2016-12",7059,35295,15693,19602,2656,7361,9682,11534,4062
"762","KALA BALGE","2017-02",5500,34968,15625,19343,1439,7630,10880,12978,2041
"763","KALA BALGE","2017-04",6644,43734,19677,24057,3062,9621,16619,12246,2186
"764","KALA BALGE","2017-05",8162,48974,24420,24554,5387,9306,12244,18610,3427
"765","KALA BALGE","2017-06",8317,49469,22607,26862,4947,8410,13851,18798,3463
"766","KALA BALGE","2017-09",8452,49913,22801,27112,4991,8485,13976,18967,3494
"767","KALA BALGE","2017-11",8471,49976,22626,27350,4997,8499,13992,18989,3499
